ISO,datatype,rcsi_people,rcsi_prevalence,method,date,year,month,day,i,rCSI_monthly,biweek,rCSI_biweekly,wb_region,incgrp,country
AFG,SURVEY,4417761,10.931845,Survey,23/08/21,2021,8,23,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,4414093,10.922767,Survey,24/08/21,2021,8,24,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,5277163,13.058453,Survey,25/08/21,2021,8,25,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,6081287,15.048273,Survey,26/08/21,2021,8,26,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,6231371,15.419659,Survey,27/08/21,2021,8,27,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,6677781,16.524311,Survey,28/08/21,2021,8,28,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,7134735,17.655048,Survey,29/08/21,2021,8,29,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,7799347,19.299648,Survey,30/08/21,2021,8,30,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,7920492,19.599426,Survey,31/08/21,2021,8,31,AFG,12.094986,2,13.11209,South Asia,Low income,Afghanistan
AFG,SURVEY,8329929,20.612585,Survey,01/09/21,2021,9,1,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,9272170,22.944181,Survey,02/09/21,2021,9,2,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,10930338,27.047354,Survey,03/09/21,2021,9,3,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,11622947,28.761223,Survey,04/09/21,2021,9,4,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,12300587,30.438063,Survey,05/09/21,2021,9,5,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,13133903,32.500122,Survey,06/09/21,2021,9,6,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,13576844,33.596188,Survey,07/09/21,2021,9,7,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,13717304,33.943756,Survey,08/09/21,2021,9,8,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,14957456,37.012535,Survey,09/09/21,2021,9,9,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,15567687,38.522572,Survey,10/09/21,2021,9,10,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,16148509,39.959827,Survey,11/09/21,2021,9,11,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,16628372,41.147255,Survey,12/09/21,2021,9,12,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,16115260,39.877552,Survey,13/09/21,2021,9,13,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,16320846,40.386269,Survey,14/09/21,2021,9,14,AFG,36.080784,1,33.339249,South Asia,Low income,Afghanistan
AFG,SURVEY,16525188,40.891926,Survey,15/09/21,2021,9,15,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,16944255,41.928917,Survey,16/09/21,2021,9,16,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,16843062,41.678513,Survey,17/09/21,2021,9,17,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,17235576,42.649796,Survey,18/09/21,2021,9,18,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,17075668,42.254101,Survey,19/09/21,2021,9,19,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15004966,37.130104,Survey,20/09/21,2021,9,20,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15152078,37.494137,Survey,21/09/21,2021,9,21,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15220702,37.663948,Survey,22/09/21,2021,9,22,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,14493683,35.864929,Survey,23/09/21,2021,9,23,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,14177615,35.082809,Survey,24/09/21,2021,9,24,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,14290385,35.361858,Survey,25/09/21,2021,9,25,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,14090069,34.866177,Survey,26/09/21,2021,9,26,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,14976447,37.059532,Survey,27/09/21,2021,9,27,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15274171,37.796265,Survey,28/09/21,2021,9,28,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15746373,38.964741,Survey,29/09/21,2021,9,29,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,15755087,38.986294,Survey,30/09/21,2021,9,30,AFG,36.080784,2,38.47963,South Asia,Low income,Afghanistan
AFG,SURVEY,16098951,39.837193,Survey,01/10/21,2021,10,1,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,15832212,39.177143,Survey,02/10/21,2021,10,2,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16083859,39.799847,Survey,03/10/21,2021,10,3,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16631058,41.153904,Survey,04/10/21,2021,10,4,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16797538,41.565861,Survey,05/10/21,2021,10,5,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16746869,41.440479,Survey,06/10/21,2021,10,6,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16866338,41.736111,Survey,07/10/21,2021,10,7,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,16991152,42.044964,Survey,08/10/21,2021,10,8,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17209757,42.585907,Survey,09/10/21,2021,10,9,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17112095,42.344242,Survey,10/10/21,2021,10,10,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17368193,42.977962,Survey,11/10/21,2021,10,11,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17303067,42.816807,Survey,12/10/21,2021,10,12,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17451851,43.184975,Survey,13/10/21,2021,10,13,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17275757,42.749226,Survey,14/10/21,2021,10,14,AFG,44.311108,1,41.672474,South Asia,Low income,Afghanistan
AFG,SURVEY,17518404,43.349663,Survey,15/10/21,2021,10,15,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,17804696,44.058098,Survey,16/10/21,2021,10,16,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,17936113,44.383289,Survey,17/10/21,2021,10,17,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,18147264,44.905788,Survey,18/10/21,2021,10,18,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,18107895,44.808369,Survey,19/10/21,2021,10,19,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,18110974,44.815987,Survey,20/10/21,2021,10,20,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,18371932,45.461735,Survey,21/10/21,2021,10,21,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19041866,47.119503,Survey,22/10/21,2021,10,22,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19270284,47.684727,Survey,23/10/21,2021,10,23,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19319493,47.806496,Survey,24/10/21,2021,10,24,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19253091,47.642181,Survey,25/10/21,2021,10,25,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19363542,47.915493,Survey,26/10/21,2021,10,26,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19377119,47.949089,Survey,27/10/21,2021,10,27,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19467780,48.173435,Survey,28/10/21,2021,10,28,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19360024,47.906788,Survey,29/10/21,2021,10,29,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19371578,47.935379,Survey,30/10/21,2021,10,30,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19524484,48.313747,Survey,31/10/21,2021,10,31,AFG,44.311108,2,46.484104,South Asia,Low income,Afghanistan
AFG,SURVEY,19726357,48.813286,Survey,01/11/21,2021,11,1,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,19721637,48.801605,Survey,02/11/21,2021,11,2,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,19937784,49.336468,Survey,03/11/21,2021,11,3,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,20166668,49.902847,Survey,04/11/21,2021,11,4,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,20110112,49.762897,Survey,05/11/21,2021,11,5,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,20293716,50.217228,Survey,06/11/21,2021,11,6,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,20596793,50.967197,Survey,07/11/21,2021,11,7,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,20486017,50.693085,Survey,08/11/21,2021,11,8,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21217928,52.504211,Survey,09/11/21,2021,11,9,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21092118,52.19289,Survey,10/11/21,2021,11,10,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21262285,52.613976,Survey,11/11/21,2021,11,11,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21666979,53.615398,Survey,12/11/21,2021,11,12,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21648280,53.569126,Survey,13/11/21,2021,11,13,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21741489,53.799774,Survey,14/11/21,2021,11,14,AFG,53.18948,1,51.199284,South Asia,Low income,Afghanistan
AFG,SURVEY,21714785,53.733696,Survey,15/11/21,2021,11,15,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,21684994,53.659977,Survey,16/11/21,2021,11,16,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,21991141,54.417545,Survey,17/11/21,2021,11,17,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,21963989,54.350357,Survey,18/11/21,2021,11,18,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,21699074,53.69482,Survey,19/11/21,2021,11,19,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,21970493,54.366451,Survey,20/11/21,2021,11,20,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22580677,55.876362,Survey,21/11/21,2021,11,21,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22445622,55.542164,Survey,22/11/21,2021,11,22,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22434518,55.514687,Survey,23/11/21,2021,11,23,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22108510,54.707973,Survey,24/11/21,2021,11,24,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22176519,54.876266,Survey,25/11/21,2021,11,25,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22295588,55.170906,Survey,26/11/21,2021,11,26,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22448375,55.548977,Survey,27/11/21,2021,11,27,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22374679,55.366619,Survey,28/11/21,2021,11,28,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22629151,55.996311,Survey,29/11/21,2021,11,29,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22659463,56.071323,Survey,30/11/21,2021,11,30,AFG,53.18948,2,54.930901,South Asia,Low income,Afghanistan
AFG,SURVEY,22691505,56.150608,Survey,01/12/21,2021,12,1,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22363582,55.339157,Survey,02/12/21,2021,12,2,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22415461,55.467533,Survey,03/12/21,2021,12,3,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22444371,55.53907,Survey,04/12/21,2021,12,4,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22090887,54.664368,Survey,05/12/21,2021,12,5,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,21919451,54.240143,Survey,06/12/21,2021,12,6,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,21964686,54.352081,Survey,07/12/21,2021,12,7,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,21667257,53.616089,Survey,08/12/21,2021,12,8,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,21826280,54.009594,Survey,09/12/21,2021,12,9,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22011609,54.468189,Survey,10/12/21,2021,12,10,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22548435,55.796581,Survey,11/12/21,2021,12,11,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22585623,55.888599,Survey,12/12/21,2021,12,12,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22144658,54.797424,Survey,13/12/21,2021,12,13,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22176964,54.877365,Survey,14/12/21,2021,12,14,AFG,56.26371,1,54.943344,South Asia,Low income,Afghanistan
AFG,SURVEY,22352252,55.311119,Survey,15/12/21,2021,12,15,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,22790488,56.395542,Survey,16/12/21,2021,12,16,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,22827743,56.487732,Survey,17/12/21,2021,12,17,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23054807,57.049606,Survey,18/12/21,2021,12,18,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23422383,57.959183,Survey,19/12/21,2021,12,19,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23306303,57.67194,Survey,20/12/21,2021,12,20,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,22906910,56.683636,Survey,21/12/21,2021,12,21,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23035188,57.00106,Survey,22/12/21,2021,12,22,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23084385,57.122795,Survey,23/12/21,2021,12,23,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23074210,57.097618,Survey,24/12/21,2021,12,24,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23150750,57.287018,Survey,25/12/21,2021,12,25,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23122281,57.216572,Survey,26/12/21,2021,12,26,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23278113,57.602184,Survey,27/12/21,2021,12,27,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23477194,58.09481,Survey,28/12/21,2021,12,28,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23729742,58.719753,Survey,29/12/21,2021,12,29,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23706511,58.662266,Survey,30/12/21,2021,12,30,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
AFG,SURVEY,23683506,58.605339,Survey,31/12/21,2021,12,31,AFG,56.26371,2,57.35107,South Asia,Low income,Afghanistan
