ISO,country,year,wb_region,incgrp,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fpi_sd,fpi_cv,fpi_mean,CPI_food
AFG,Afghanistan,2000,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.026565937,.65747982,.040405706,26.629848
AFG,Afghanistan,2001,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.014011978,.6013065,.023302555,29.893549
AFG,Afghanistan,2002,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.012069855,.56385136,.021406094,35.344891
AFG,Afghanistan,2003,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.011213355,.587093,.019099792,40.203114
AFG,Afghanistan,2004,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.016944826,.74629724,.022705197,45.840561
AFG,Afghanistan,2005,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0068085189,.81581908,.0083456235,51.605263
AFG,Afghanistan,2006,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0030886822,.63391113,.0048724213,54.836044
AFG,Afghanistan,2007,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.012552989,.68939805,.018208623,61.600075
AFG,Afghanistan,2008,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.045071959,1.0144937,.044428032,86.898476
AFG,Afghanistan,2009,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.021440014,1.0275606,.020864964,75.295296
AFG,Afghanistan,2010,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.010046603,.74497926,.013485749,75.083786
AFG,Afghanistan,2011,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0066425451,.61971766,.010718663,83.096069
AFG,Afghanistan,2012,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0079058036,.75146663,.010520498,87.028702
AFG,Afghanistan,2013,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0076058959,.63836074,.01191473,93.618813
AFG,Afghanistan,2014,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0064852084,.70409769,.0092106657,100.86194
AFG,Afghanistan,2015,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0054961629,.69401336,.0079193907,100.01094
AFG,Afghanistan,2016,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0030121384,.53288913,.0056524673,105.68108
AFG,Afghanistan,2017,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.01485543,1.466144,.010132313,113.01401
AFG,Afghanistan,2018,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0032801903,.46033007,.0071257353,111.76973
AFG,Afghanistan,2019,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.0073537538,.63894904,.01150914,115.98802
AFG,Afghanistan,2020,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.031249272,1.5280671,.020450195,127.60891
AFG,Afghanistan,2021,South Asia,Low income,142,Asia,034,Southern Asia,,,004,.005753262,.95523268,.0060228906,131.21788
AGO,Angola,2000,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.036455296,.35098162,.10386668,1.2311379
AGO,Angola,2001,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.021500282,.28017989,.076737419,3.3950534
AGO,Angola,2002,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.018464211,.28855374,.063988812,7.1097918
AGO,Angola,2003,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.020117052,.39881974,.050441463,14.849055
AGO,Angola,2004,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0089981165,.37995371,.023682138,22.189789
AGO,Angola,2005,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0049213418,.29322371,.016783575,27.353004
AGO,Angola,2006,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0041065756,.36566895,.011230309,32.042328
AGO,Angola,2007,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0058766152,.52062529,.01128761,36.588108
AGO,Angola,2008,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0029877755,.19574976,.01526324,43.382362
AGO,Angola,2009,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.005177835,.38165897,.013566653,51.24667
AGO,Angola,2010,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0029632389,.23551369,.012582024,60.16951
AGO,Angola,2011,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0046710987,.42752105,.010926008,69.139381
AGO,Angola,2012,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0013185475,.15454346,.008531888,77.94796
AGO,Angola,2013,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0018520604,.26426318,.0070083938,86.001167
AGO,Angola,2014,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.00094261073,.18642588,.0050562224,92.035797
AGO,Angola,2015,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0033675588,.33124506,.010166367,100.07088
AGO,Angola,2016,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.015530197,.50833946,.030550838,133.57545
AGO,Angola,2017,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0036365627,.24826005,.014648199,170.81659
AGO,Angola,2018,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0016928676,.14212124,.011911432,197.91995
AGO,Angola,2019,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0038216438,.26368338,.014493306,230.68048
AGO,Angola,2020,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0033331311,.14827849,.022478858,293.54608
AGO,Angola,2021,Sub-Saharan Africa,Lower middle income,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,.0011934843,.048542775,.02458624,388.94461
AIA,Anguilla,2000,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.00057536503,.14133497,.004070932,58.833603
AIA,Anguilla,2001,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0011478242,.58077371,.0019763708,61.194851
AIA,Anguilla,2002,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0016081397,.46041664,.0034927924,61.666428
AIA,Anguilla,2003,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0026303658,.52708316,.0049904189,60.096172
AIA,Anguilla,2004,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0032118987,.6160782,.0052134595,62.433998
AIA,Anguilla,2005,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0021392035,.63889796,.0033482711,64.443726
AIA,Anguilla,2006,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0047714245,.82990181,.0057493844,68.388931
AIA,Anguilla,2007,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0001035126,.019318329,.0053582587,73.250206
AIA,Anguilla,2008,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0074477554,.59191561,.012582461,83.312889
AIA,Anguilla,2009,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0014379908,.78565866,.0018302997,87.982018
AIA,Anguilla,2010,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0024589875,1.0067916,.0024423997,89.467598
AIA,Anguilla,2011,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.005866996,.94632673,.0061997571,94.131676
AIA,Anguilla,2012,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0022442131,1.0414048,.0021549861,97.029289
AIA,Anguilla,2013,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0015694094,.5326215,.0029465754,98.498817
AIA,Anguilla,2014,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0023730099,.56203765,.0042221546,100.4048
AIA,Anguilla,2015,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0020326655,.90508687,.0022458236,100.0005
AIA,Anguilla,2016,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0010400116,.83368635,.0012474855,99.51368
AIA,Anguilla,2017,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.00048920896,.46153125,.0010599693,100.71095
AIA,Anguilla,2018,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0031678122,.63109046,.0050195851,101.4789
AIA,Anguilla,2019,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.00085609208,.59732348,.0014332136,104.09884
AIA,Anguilla,2020,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0012010755,.2708258,.0044348636,104.56926
AIA,Anguilla,2021,,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,.0035450463,.9685384,.003660202,106.24491
ALA,Åland Islands,2000,,,150,Europe,154,Northern Europe,,,248,9.4476791e-06,.0056130993,.0016831484,72.313904
ALA,Åland Islands,2001,,,150,Europe,154,Northern Europe,,,248,.000035535471,.011325584,.0031376283,74.50016
ALA,Åland Islands,2002,,,150,Europe,154,Northern Europe,,,248,.00005363188,.013913044,.0038547914,77.727089
ALA,Åland Islands,2003,,,150,Europe,154,Northern Europe,,,248,2.1565772e-07,.0023463918,.000091910362,79.324142
ALA,Åland Islands,2004,,,150,Europe,154,Northern Europe,,,248,2.1565772e-07,.0023463918,.000091910362,79.331436
ALA,Åland Islands,2005,,,150,Europe,154,Northern Europe,,,248,5.1671253e-07,.0014029017,.00036831698,79.181946
ALA,Åland Islands,2006,,,150,Europe,154,Northern Europe,,,248,9.7478105e-06,.0059264051,.0016448101,79.874725
ALA,Åland Islands,2007,,,150,Europe,154,Northern Europe,,,248,.000010443928,.0061375909,.0017016331,81.497314
ALA,Åland Islands,2008,,,150,Europe,154,Northern Europe,,,248,.000099020865,.018898675,.0052395663,85.150848
ALA,Åland Islands,2009,,,150,Europe,154,Northern Europe,,,248,.000016508528,.0077255778,.0021368663,88.829918
ALA,Åland Islands,2010,,,150,Europe,154,Northern Europe,,,248,.000017820747,.0080268076,.0022201538,88.592911
ALA,Åland Islands,2011,,,150,Europe,154,Northern Europe,,,248,.00004041156,.012068521,.0033485095,89.453423
ALA,Åland Islands,2012,,,150,Europe,154,Northern Europe,,,248,.000044823537,.012710098,.0035266082,93.230942
ALA,Åland Islands,2013,,,150,Europe,154,Northern Europe,,,248,.000043068718,.012458159,.0034570694,97.216293
ALA,Åland Islands,2014,,,150,Europe,154,Northern Europe,,,248,.002977741,.88341337,.0033707221,99.593643
ALA,Åland Islands,2015,,,150,Europe,154,Northern Europe,,,248,.0041183429,.68837792,.005982677,100.00202
ALA,Åland Islands,2016,,,150,Europe,154,Northern Europe,,,248,.0044658016,.70443511,.00633955,98.937317
ALA,Åland Islands,2017,,,150,Europe,154,Northern Europe,,,248,.005653929,.80348408,.0070367656,99.49884
ALA,Åland Islands,2018,,,150,Europe,154,Northern Europe,,,248,.0053216782,1.0539172,.0050494275,101.12507
ALA,Åland Islands,2019,,,150,Europe,154,Northern Europe,,,248,.0050095781,.65465486,.0076522431,102.92632
ALA,Åland Islands,2020,,,150,Europe,154,Northern Europe,,,248,.0048040808,.76740587,.0062601566,103.59722
ALA,Åland Islands,2021,,,150,Europe,154,Northern Europe,,,248,.003226195,.68997926,.0046757855,104.7414
ALB,Albania,2000,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.00010883443,.019004645,.0057267277,56.4562
ALB,Albania,2001,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.00015045541,.028107509,.0053528547,60.333374
ALB,Albania,2002,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.000087848777,.017801363,.0049349465,64.149231
ALB,Albania,2003,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.000040934905,.012152276,.0033684969,67.357719
ALB,Albania,2004,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,1.3765103e-07,.0013751892,.00010009607,68.558762
ALB,Albania,2005,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,6.4697315e-07,.0016109244,.0004016161,68.342575
ALB,Albania,2006,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,2.9766900e-06,.0033041132,.00090090436,68.593079
ALB,Albania,2007,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.012349769,.71701288,.017223915,70.964523
ALB,Albania,2008,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.0089673577,.57242167,.01566565,74.67057
ALB,Albania,2009,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.0086247697,.56469619,.015273293,78.31974
ALB,Albania,2010,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.018259389,.96758837,.01887103,82.387787
ALB,Albania,2011,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.012952378,.78991795,.016397119,85.996864
ALB,Albania,2012,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.008299659,.79368812,.010457079,88.02095
ALB,Albania,2013,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.010585235,.66266042,.015973845,91.754425
ALB,Albania,2014,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.0076423474,.58454013,.01307412,93.768799
ALB,Albania,2015,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.11295172,1.7019078,.066367708,100.33801
ALB,Albania,2016,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.016141849,.92538124,.017443458,100.76665
ALB,Albania,2017,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.010484448,.85133976,.012315233,104.91374
ALB,Albania,2018,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.0102291,.74926138,.013652246,107.72527
ALB,Albania,2019,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.012431701,1.0081917,.012330691,110.87095
ALB,Albania,2020,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.010298568,.72820133,.014142473,114.86755
ALB,Albania,2021,Europe & Central Asia,Upper middle income,150,Europe,039,Southern Europe,,,008,.011623267,.801364,.014504354,119.34805
AND,Andorra,2000,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000019928246,.0081391977,.0024484287,73.402451
AND,Andorra,2001,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,9.7521388e-06,.0059478604,.0016396046,75.191521
AND,Andorra,2002,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000056698296,.014302203,.0039643049,77.871239
AND,Andorra,2003,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000018967121,.0082786689,.0022910833,80.766769
AND,Andorra,2004,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,8.0597747e-06,.0053978837,.001493136,82.584175
AND,Andorra,2005,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000010954997,.006299505,.0017390251,84.212914
AND,Andorra,2006,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000014050645,.0071348511,.0019692976,86.118874
AND,Andorra,2007,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,6.3502835e-06,.0048235822,.0013165077,87.801514
AND,Andorra,2008,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000060011887,.014714896,.0040783086,90.839516
AND,Andorra,2009,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,9.4277482e-07,.0018892901,.00049901009,92.572212
AND,Andorra,2010,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,1.8560861e-07,.0022264032,.000083367027,92.368134
AND,Andorra,2011,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,1.2609097e-06,.0021691045,.00058130425,92.76088
AND,Andorra,2012,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.000020187357,.0085323211,.0023659866,94.50898
AND,Andorra,2013,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,6.6211824e-06,.0048817131,.0013563236,96.588211
AND,Andorra,2014,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0035781767,1.1766797,.0030409098,98.172668
AND,Andorra,2015,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0048548211,.89995784,.0053944984,100.00356
AND,Andorra,2016,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.002586181,.75293124,.0034348171,100.84295
AND,Andorra,2017,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0037871855,.56614816,.0066893897,103.74618
AND,Andorra,2018,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0012972384,.45666507,.002840678,105.79461
AND,Andorra,2019,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0021562302,1.0346905,.0020839374,107.06525
AND,Andorra,2020,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0038239013,1.2941142,.0029548407,109.65275
AND,Andorra,2021,Europe & Central Asia,High income,150,Europe,039,Southern Europe,,,020,.0017886376,.5919587,.003021558,111.4136
ARE,United Arab Emirates,2000,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,6.8950538e-07,.0015600208,.00044198471,57.007458
ARE,United Arab Emirates,2001,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,2.4818862e-06,.0029930377,.00082921982,57.455582
ARE,United Arab Emirates,2002,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,4.7471922e-06,.0041382452,.001147151,58.150856
ARE,United Arab Emirates,2003,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.00001239186,.0066945315,.0018510422,59.229488
ARE,United Arab Emirates,2004,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.00011375303,.020252772,.0056166649,62.091553
ARE,United Arab Emirates,2005,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.000047739657,.013116808,.0036395788,65.55127
ARE,United Arab Emirates,2006,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.000073219657,.01625083,.0045055947,68.872879
ARE,United Arab Emirates,2007,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.000074014548,.016337059,.0045304694,72.711189
ARE,United Arab Emirates,2008,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0097780833,.78908157,.012391726,80.270882
ARE,United Arab Emirates,2009,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0060821753,.91689605,.0066334405,80.908112
ARE,United Arab Emirates,2010,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0084954528,.9469806,.0089710951,84.511658
ARE,United Arab Emirates,2011,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0049951053,.55860621,.0089420872,89.467049
ARE,United Arab Emirates,2012,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0058077886,.76850325,.0075572729,94.157333
ARE,United Arab Emirates,2013,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0048015635,.80141205,.0059913793,96.693893
ARE,United Arab Emirates,2014,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0055312621,.69404709,.0079695778,98.793289
ARE,United Arab Emirates,2015,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0066336705,.70615661,.0093940496,100.01588
ARE,United Arab Emirates,2016,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0040594102,.64454061,.0062981448,101.02441
ARE,United Arab Emirates,2017,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0036406445,.85569221,.0042546191,102.25194
ARE,United Arab Emirates,2018,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0097738504,1.0752515,.0090898275,105.85305
ARE,United Arab Emirates,2019,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.0042025573,.60346818,.0069640079,104.38182
ARE,United Arab Emirates,2020,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.013610337,1.2737743,.010685046,108.23882
ARE,United Arab Emirates,2021,Middle East & North Africa,High income,142,Asia,145,Western Asia,,,784,.005328394,.75940055,.0070165792,108.22891
ARG,Argentina,2000,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0040528188,.84775281,.0047806608,20.488001
ARG,Argentina,2001,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.003854251,.91232693,.004224638,20.097246
ARG,Argentina,2002,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.031963766,.82780945,.038612466,27.049698
ARG,Argentina,2003,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0050460794,.66271305,.007614275,32.229671
ARG,Argentina,2004,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0032730435,.56517857,.0057911673,33.835083
ARG,Argentina,2005,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0086654676,.71319735,.012150168,37.545574
ARG,Argentina,2006,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0051344265,.57876837,.0088712974,42.097687
ARG,Argentina,2007,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0051850197,.75438327,.0068731904,46.817295
ARG,Argentina,2008,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0033546549,.5806694,.0057772198,49.977894
ARG,Argentina,2009,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0044795335,.65196997,.0068707666,51.400208
ARG,Argentina,2010,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0060909991,.53332663,.011420767,58.802021
ARG,Argentina,2011,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0022670482,.37329477,.0060730777,63.906952
ARG,Argentina,2012,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0043484187,.55316228,.0078610182,70.44046
ARG,Argentina,2013,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0046700076,.62866539,.0074284473,75.784737
ARG,Argentina,2014,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0092981262,.66745108,.013930798,89.161942
ARG,Argentina,2015,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0030374322,.3183254,.0095419092,100.05763
ARG,Argentina,2016,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.00035625635,.035843011,.009939353,113.06306
ARG,Argentina,2017,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.0059104725,.3827261,.015443087,133.1329
ARG,Argentina,2018,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.017224099,.50025582,.034430582,176.71237
ARG,Argentina,2019,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.014382737,.38364509,.037489694,279.8468
ARG,Argentina,2020,Latin America & Caribbean,Upper middle income,019,Americas,419,Latin America and the Caribbean,005,South America,032,.013527376,.46238855,.029255429,411.27142
