ISO,country,govteffect,ge_se,ge_LCI,ge_UCI,year,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
AGO,Angola,-1.11786162853241,.1892149895429611,4.784688949584961,22.48803901672363,2010,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,Sub-Saharan Africa
AGO,Angola,-1.181796789169312,.2021491080522537,5.288461685180664,18.26922988891602,2020,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,Sub-Saharan Africa
AGO,Angola,-.8599399924278259,.1739037185907364,12.02185821533203,33.33333206176758,1996,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,Sub-Saharan Africa
AGO,Angola,-1.462309718132019,.2112371474504471,2.051282167434692,10.25641059875488,2000,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,Sub-Saharan Africa
AIA,Anguilla,,,,,2003,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.078859686851501,.4110787510871887,67.98029327392578,91.13300323486328,2004,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,.8284130096435547,.4588444828987122,55.76922988891602,92.78845977783203,2018,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.517772316932678,.4493157863616943,75.11961364746094,100,2010,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,,,,,2002,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.53956151008606,.3827084004878998,77.25118255615234,99.52606964111328,2013,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.50456428527832,.4345726072788239,75.82938385009766,99.52606964111328,2011,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.558451771736145,.3069600462913513,82.8431396484375,99.01960754394531,2005,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.531208872795105,.4001960754394531,76.30331420898438,99.52606964111328,2012,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,,,,,1998,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,,,,,1996,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,.8380580544471741,.4474095702171326,57.69230651855469,92.78845977783203,2017,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,,,,,2000,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.543034553527832,.4337758421897888,76.58536529541016,100,2006,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,.8155247569084167,.4596497118473053,54.80769348144531,92.78845977783203,2019,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.537209153175354,.4522181749343872,77.18446350097656,99.51456451416016,2008,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.328458309173584,.4349659383296967,73.07691955566406,99.51923370361328,2016,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.007015228271484,.447944313287735,64.42308044433594,94.71154022216797,2015,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.540095806121826,.4234263300895691,75.59808349609375,99.52153015136719,2009,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,1.508254170417786,.4693470299243927,75.72815704345703,99.02912902832031,2007,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,.9520539045333862,.4679599702358246,60.57692337036133,95.19230651855469,2014,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
AIA,Anguilla,.9790366291999817,.4917619824409485,60.57692337036133,95.67308044433594,2020,,,NO,UK Non-Self-Governing Territory,0,Permanent observer to the UN,,GBR,019,Americas,419,Latin America and the Caribbean,029,Caribbean,660,Latin America & Caribbean
ALB,Albania,-.2828143537044525,.2084891349077225,31.57894706726074,57.41626739501953,2010,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,.0130421472713351,.2055576890707016,40.86538314819336,66.34615325927734,2016,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.3567636609077454,.2106727659702301,27.1844654083252,55.33980560302734,2008,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.4158676862716675,.2390392869710922,20.19704437255859,56.65024566650391,2004,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,.0100207813084126,.2163887321949005,41.82692337036133,66.34615325927734,2015,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,.0572398602962494,.2102939933538437,40.38461685180664,67.78845977783203,2018,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.5382093787193298,.2377552092075348,15.81632614135742,52.55102157592773,2003,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.0859348401427269,.2159333676099777,36.53845977783203,63.94230651855469,2014,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.5236021876335144,.1868902444839478,22.43902397155762,48.29268264770508,2006,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.6885879039764404,.1816614121198654,15.84699440002441,38.25136566162109,1996,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.1357431560754776,.2360006272792816,33.65384674072266,62.01922988891602,2020,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.3171469867229462,.1959305554628372,31.27962112426758,54.97630310058594,2013,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.208234116435051,.2067629992961884,36.49288940429688,60.1895751953125,2011,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.0622132010757923,.2168576121330261,36.53845977783203,63.94230651855469,2019,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.5333483219146729,.2170619368553162,17.85714340209961,49.48979568481445,2002,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,.0768489390611649,.2080485969781876,42.30769348144531,68.26923370361328,2017,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.4066241085529327,.2083304673433304,25.24271774291992,51.94174575805664,2007,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.2578981518745422,.2071340531110764,33.97129058837891,57.41626739501953,2009,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.6594523787498474,.2003811299800873,16.17646980285645,43.6274528503418,2005,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.7551177144050598,.2467369139194489,9.230769157409668,43.58974456787109,2000,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.6313924193382263,.2417249381542206,13.47150230407715,47.66839218139648,1998,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
ALB,Albania,-.2678901255130768,.1984309107065201,31.75355529785156,58.29383850097656,2012,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
